playlist,id,track,artist,album,release_date,release_year,length_ms,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
The Sound of Modern Rock,305WCRhhS10XUcH6AEwZk6,Are You Gonna Be My Girl,['Jet'],Get Born,2003-09-15,2003,213800,False,79,0.613,0.953,2,-3.435,1,0.0855,0.00148,0.000582,0.152,0.537,105.046
The Sound of Modern Rock,0rUIff1QHd5zlOBtlHVqd9,Red Eyes,['The War On Drugs'],Lost In The Dream,2014-03-18,2014,298920,False,66,0.464,0.814,10,-6.371,1,0.0369,0.00882,0.2,0.162,0.467,161.845
The Sound of Modern Rock,4BAWCedKFfdwxPFmFv4DMG,Toothpaste Kisses,['The Maccabees'],Colour It In,2007-01-01,2007,159320,False,58,0.462,0.427,9,-13.333,1,0.0792,0.893,0.101,0.37,0.476,101.675
The Sound of Modern Rock,3aauaXWRgwCMoykMbI0Jq1,I Feel Like I'm Drowning,['Two Feet'],A 20 Something Fuck,2018-10-05,2018,185520,False,81,0.717,0.577,8,-5.436,1,0.0491,0.708,0.00428,0.0899,0.235,104.927
The Sound of Modern Rock,7k1pfmKI7t0AprW7SEdFpC,Breaking up My Bones,['Vinyl Theatre'],Electrogram,2014-09-23,2014,185428,False,49,0.608,0.899,2,-3.185,1,0.0392,0.0125,0.0,0.211,0.652,105.032
The Sound of Modern Rock,0ZfByLXCeKchuj7zi1CJ0S,Stolen Dance,['Milky Chance'],Sadnecessary (Bonus Track Version),2014-10-14,2014,313626,False,78,0.879,0.565,11,-8.809,1,0.037,0.412,0.000239,0.0798,0.685,114.009
The Sound of Modern Rock,3qaSqrrevBrb84xl5JlptU,Dakota,['Stereophonics'],Language.Sex.Violence.Other?,2005-01-01,2005,297426,False,73,0.506,0.93,4,-3.499,1,0.0675,0.129,0.00682,0.0931,0.305,146.994
The Sound of Modern Rock,6Z8R6UsFuGXGtiIxiD8ISb,Safe And Sound,['Capital Cities'],In A Tidal Wave Of Mystery (Deluxe Edition),2013-01-01,2013,192789,False,86,0.655,0.819,0,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956
The Sound of Modern Rock,2ShOBhvAAglIFJ7Be8aJK2,The House That Heaven Built,['Japandroids'],Celebration Rock,2012-06-05,2012,289150,False,46,0.321,0.984,0,-3.494,1,0.142,0.000509,0.00814,0.111,0.082,161.209
The Sound of Modern Rock,79DO6dBi8936P6EShLB209,Lightning Bolt,['Jake Bugg'],Jake Bugg,2012-01-01,2012,144013,False,65,0.551,0.839,9,-4.555,1,0.0787,0.0818,0.0,0.151,0.681,116.051
The Sound of Modern Rock,2HvtedoEeymVWrBPyAMNwZ,SUPERBLOOM,['MisterWives'],SUPERBLOOM,2020-07-24,2020,213546,False,61,0.558,0.889,8,-3.945,1,0.102,0.191,0.000387,0.328,0.716,170.102
The Sound of Modern Rock,5rF6YUIlgiat22OT1lWspJ,Seventeen Going Under,['Sam Fender'],Seventeen Going Under (Deluxe),2021-10-08,2021,297933,True,74,0.48,0.87,1,-4.792,1,0.0362,0.00438,0.00603,0.0826,0.584,161.953
The Sound of Modern Rock,3cXQrWACMWmJTQaQUoqLMj,Shaky in the Knees,['Grizfolk'],Rarest of Birds,2019-07-19,2019,209480,False,57,0.591,0.601,7,-7.222,1,0.0269,0.19,0.0026,0.0958,0.515,117.073
The Sound of Modern Rock,6iYDPqEWXYW0LV8ne4xwjR,Back to Your Love,['Night Riots'],Young Lore,2013-07-30,2013,195528,False,48,0.49,0.844,8,-6.341,0,0.0713,0.0395,6.56e-06,0.207,0.905,177.99
The Sound of Modern Rock,4TQcARE7Fd58akNhr3N7AE,Twisted,['MISSIO'],Loner,2017-05-19,2017,222706,False,68,0.577,0.789,2,-4.661,1,0.0427,0.00532,0.0105,0.214,0.149,97.52
The Sound of Modern Rock,22TntnVO3lQNDR5nsvxGRs,Achilles Come Down,['Gang of Youths'],Go Farther In Lightness,2017-08-18,2017,422146,True,71,0.223,0.523,0,-9.281,0,0.0466,0.435,0.283,0.225,0.15,179.83
The Sound of Modern Rock,4kK14radw0XfwxJDPt9tnP,Painting (Masterpiece),['Lewis Del Mar'],Lewis Del Mar,2016-10-07,2016,243413,True,53,0.726,0.861,6,-5.167,1,0.0695,0.277,4.12e-06,0.0534,0.711,91.966
The Sound of Modern Rock,0oPDrdHQwkjaT0aytZavUO,Nothing Without Love,['Nate Ruess'],Grand Romantic,2015-06-12,2015,236773,False,47,0.565,0.73,1,-4.54,1,0.031,0.0879,0.0,0.0652,0.408,82.058
The Sound of Modern Rock,4Y7j3p1u6inNswIJHX7jzy,Reach Out I'll Be There,"['The Jaded Hearts Club', 'Nic Cester']",You've Always Been Here,2020-10-02,2020,186306,False,39,0.493,0.986,1,-2.279,1,0.0917,0.000967,0.00662,0.124,0.567,122.036
The Sound of Modern Rock,0xmGRvO25LlGHF14jbGx1W,Into the Sea,['Jetstream Pony'],Sixes and Sevens / Into the Sea,2023-10-06,2023,193732,False,16,0.458,0.638,0,-8.579,1,0.0353,0.00117,0.246,0.11,0.549,142.078
The Sound of Modern Rock,7tCHpjktA50ihtkLz6bAnn,Ain't No Rest For The Wicked - Original Version,['Cage The Elephant'],Cage The Elephant,2008-01-01,2008,175493,False,72,0.635,0.914,0,-5.631,1,0.111,0.0597,0.0,0.601,0.922,156.014
The Sound of Modern Rock,5Az8KU81g2aLBbJN67F2CI,Mind Over Matter,['Young the Giant'],Mind Over Matter,2014-01-17,2014,244693,False,78,0.466,0.763,0,-4.448,1,0.0318,0.000501,0.0,0.0973,0.293,154.914
The Sound of Modern Rock,3IXRdLsQib8m0hBbQpe7T8,Hang Me Up To Dry,['Cold War Kids'],Robbers & Cowards,2007-05-11,2007,218786,False,71,0.509,0.922,9,-2.823,0,0.031,0.0219,0.00117,0.496,0.645,92.5
The Sound of Modern Rock,3f7OyfSoDbQC0LRDQiytPp,Mountain at My Gates,['Foals'],What Went Down,2015-08-28,2015,244293,False,69,0.495,0.931,2,-5.336,0,0.0469,0.0025,0.0819,0.246,0.617,104.05
The Sound of Modern Rock,51xBgzcyzojRpqFW2ICQAB,No Cars Go,['Arcade Fire'],Neon Bible,2007-01-01,2007,343626,False,67,0.324,0.772,1,-6.95,1,0.0371,0.000609,0.173,0.12,0.291,135.737
The Sound of Modern Rock,0bePGTDjn0XuEKoN7rOMvV,Undercover Martyn,['Two Door Cinema Club'],Tourist History,2010-02-17,2010,167773,False,72,0.454,0.873,2,-5.072,1,0.122,0.000244,1.73e-05,0.0847,0.562,159.814
The Sound of Modern Rock,5dUFfk2cwD8GiJPS03mYN0,Campus,['Vampire Weekend'],Vampire Weekend,2008-01-27,2008,176466,False,62,0.639,0.704,7,-5.818,1,0.0659,0.22,0.0872,0.0849,0.645,162.983
The Sound of Modern Rock,5VGlqQANWDKJFl0MBG3sg2,Use Somebody,['Kings of Leon'],Only By The Night,2008-09-23,2008,230760,False,81,0.276,0.715,0,-5.356,1,0.0432,0.00552,0.000417,0.201,0.173,137.028
The Sound of Modern Rock,2YaSaESqATDH2yIq69JZCb,This Modern Love,['Bloc Party'],Silent Alarm,2005-01-01,2005,265626,False,28,0.454,0.941,0,-5.371,1,0.0373,0.0023,0.00561,0.128,0.258,159.999
The Sound of Modern Rock,1INksmStBpxdNlBzwGUvsg,Out of the Black,['Royal Blood'],Royal Blood,2014-08-22,2014,240572,True,63,0.52,0.981,2,-2.75,1,0.0906,0.000867,0.00177,0.197,0.633,158.937
The Sound of Modern Rock,2Y0iGXY6m6immVb2ktbseM,Little Dark Age,['MGMT'],Little Dark Age,2018-02-09,2018,299960,False,82,0.705,0.712,6,-6.156,1,0.0385,0.0102,0.000855,0.1,0.62,97.512
The Sound of Modern Rock,4BdGO1CaObRD4La9l5Zanz,Sit Next to Me,['Foster The People'],Sacred Hearts Club,2017-07-21,2017,243146,False,74,0.638,0.738,6,-4.976,0,0.0292,0.117,0.000384,0.689,0.657,97.021
